global,major,smc,commercial,it_spend,employee_count,pc_count,size,tech_support,discount,revenue,tech_discount
0,0,1,0,4121,24,23,26389,1,0,6905.69,0
0,0,1,0,10302,93,112,86224,1,1,17494.2,1
0,0,1,1,23366,117,111,126904,0,0,8984.5,0
1,0,0,1,5885,72,51,33055,0,0,8370.31,0
0,0,0,0,3411,61,56,17393,0,0,927.74,0
0,0,1,1,37285,142,146,180782,1,1,29339.68,1
1,0,1,1,55002,22,15,319537,1,1,42297.85,1
1,0,1,0,26594,17,19,140264,1,1,24339.57,1
0,0,1,0,3672,100,120,16333,1,0,10969.97,0
0,1,0,1,33596,23,23,104648,0,0,6289.56,0
0,0,1,1,7898,15,18,26614,0,1,3894.35,0
0,0,1,0,120053,16,20,348026,1,0,25019.13,0
1,0,0,1,26374,155,101,156262,1,0,21733.73,0
0,0,1,1,11169,74,59,39394,0,0,4933.72,0
0,0,1,0,10343,117,101,29140,0,0,4516.71,0
0,0,0,0,119811,74,79,338780,1,1,41893.05,1
0,0,1,1,55155,41,28,209808,1,1,28148.29,1
0,0,1,0,25486,43,37,200461,0,1,18717.08,0
0,0,0,1,17133,115,114,43800,1,0,13719.35,0
0,0,1,0,10986,22,25,55203,0,0,3877.04,0
0,0,1,1,3720,120,118,29719,1,1,14819.02,1
0,0,0,0,37833,220,204,101318,1,0,19501.87,0
1,1,0,0,47449,11,12,251510,1,1,34882.65,1
1,0,1,1,8760,131,84,81243,1,0,19114.55,0
1,0,1,0,35447,135,124,110438,0,0,12688.82,0
0,0,1,1,13150,56,43,70848,0,1,8498.41,0
0,0,0,1,47170,32,24,163505,1,1,23199.82,1
0,0,1,1,16848,30,24,131324,1,0,13032.76,0
1,0,0,1,27695,11,7,237921,0,1,25148.52,0
0,0,1,0,77625,74,94,512799,1,1,61842.54,1
0,0,0,1,134562,15,18,343625,1,1,40063.99,1
0,0,1,1,47989,152,179,255746,1,1,38496.76,1
0,0,1,1,4747,14,11,13521,0,0,2955.88,0
1,0,1,1,29087,61,45,97119,1,0,17603.95,0
1,0,1,0,59544,54,45,218979,0,1,25110.63,0
0,0,1,1,8135,85,74,58753,0,0,8419.2,0
0,0,0,1,85468,22,25,314297,1,1,38741.92,1
0,0,1,1,12137,62,59,101757,1,1,19272.75,1
0,0,1,0,33471,17,17,205233,1,1,27122.56,1
0,1,0,1,4448,22,24,13398,0,0,3398.12,0
0,0,0,1,41467,31,29,264171,1,1,32723.72,1
0,0,0,1,12207,99,59,60497,0,0,4879.22,0
1,0,0,1,63941,32,29,235279,1,1,34810.55,1
1,1,0,1,11578,41,33,32790,0,1,11304.16,0
1,0,1,0,169712,22,23,426030,0,0,18095.78,0
0,0,1,1,20110,49,42,105859,1,0,13418.95,0
0,0,0,1,84131,83,59,247807,0,0,11316.11,0
0,0,1,0,2335,79,102,15524,0,1,6788.54,0
0,0,1,1,22064,106,64,161425,1,1,26358.09,1
1,0,0,0,64113,46,48,204894,1,0,20667.64,0
0,0,1,0,50248,171,140,208390,1,1,32069.98,1
1,0,1,1,8338,63,79,48841,1,1,16647.36,1
0,0,0,1,19899,38,45,73329,0,0,5064.06,0
1,1,0,1,110002,264,226,275491,1,1,50307.33,1
0,0,1,1,95362,33,25,256642,0,1,23432.23,0
0,0,0,0,11397,26,31,30444,0,1,5145.14,0
1,0,0,1,43817,213,271,379290,1,1,60203.89,1
0,0,1,0,16580,88,56,99898,0,0,4183.56,0
0,0,0,0,12933,51,47,53317,1,1,11588.65,1
0,0,1,1,5449,20,19,15266,0,0,3658.28,0
1,1,0,1,100167,48,51,358940,1,1,52019.16,1
1,0,1,0,74555,22,17,226384,1,1,32896.61,1
0,0,0,0,47194,152,155,126111,1,0,17573.86,0
0,0,1,0,3926,55,54,10454,0,1,3504.5,0
1,1,0,1,104055,18,13,305435,1,1,43612.61,1
1,0,0,0,16056,28,28,49332,1,1,15206.91,1
0,0,1,1,54424,67,60,253921,1,0,21686.95,0
0,0,1,1,18775,26,27,124740,1,1,18199.7,1
0,0,1,1,14302,43,42,84235,0,0,6303.21,0
0,1,0,1,16525,50,41,91894,0,1,13907.26,0
0,1,0,0,9501,53,50,38192,1,0,10861.05,0
1,0,1,0,28947,146,134,89687,1,1,23753.71,1
0,0,0,0,38258,338,327,227586,1,0,30043.82,0
1,1,0,1,5411,110,101,30244,0,0,10369.51,0
0,0,0,1,26835,243,187,99838,1,0,19400.48,0
0,1,0,1,12232,75,49,38683,0,1,8939.53,0
1,0,1,0,3209,120,145,15965,0,0,11643.57,0
0,0,0,0,31661,127,157,117083,1,1,24038.8,1
0,0,0,1,11598,19,12,33497,1,1,10677.2,1
0,0,0,1,83791,18,22,273756,0,1,25331.78,0
1,0,0,0,50206,12,15,149350,1,0,17083.91,0
1,0,0,1,45543,10,10,140943,0,0,10211.61,0
0,0,0,1,27402,54,44,79984,0,0,3774.02,0
0,0,0,1,67216,13,13,369854,1,1,42810.83,1
0,0,1,1,35233,30,18,90039,1,0,10666.32,0
0,1,0,1,10080,21,18,79275,0,0,6123.19,0
1,0,0,0,15824,138,84,86526,1,0,17595.12,0
0,0,1,1,7156,44,55,24417,1,0,10982.73,0
0,0,1,1,22383,30,33,133443,1,0,13957.71,0
0,1,0,0,31957,21,26,151588,1,0,14916.32,0
0,0,1,1,7142,76,90,38019,0,1,8745.56,0
1,0,0,0,25718,135,137,69886,0,0,12375.26,0
0,0,1,1,25393,70,61,81306,0,1,9984.02,0
0,0,1,1,4272,244,278,18389,0,0,12912.12,0
1,0,0,0,14482,30,21,89187,1,1,19112.7,1
1,1,0,1,36515,27,31,91536,0,1,15703.48,0
0,0,1,1,83954,22,13,414028,1,1,48411.74,1
1,0,1,1,5359,24,18,17539,1,0,12403.82,0
0,0,0,0,25396,93,81,169520,1,1,24682.18,1
0,0,1,1,8218,93,103,21545,0,1,8013.7,0
1,0,1,1,20775,24,14,71600,0,0,8119.43,0
0,0,0,1,17762,243,237,70104,1,1,25916.5,1
0,0,0,0,49517,11,11,189560,1,1,23457.61,1
0,0,1,1,15628,25,15,71621,1,0,10537.25,0
0,0,1,1,13660,38,24,46070,0,0,5594.26,0
0,1,0,1,5732,36,46,27540,1,1,12872.95,1
1,1,0,1,10033,74,65,56750,1,0,16952.32,0
0,1,0,1,3970,12,10,21244,0,1,7616.59,0
1,0,0,1,54925,102,85,171154,1,0,22461.03,0
0,0,0,1,21284,37,22,103826,0,1,11795.08,0
0,0,0,1,12314,37,43,33933,0,0,4730.49,0
0,0,1,1,26324,170,133,74431,1,1,18602.41,1
0,1,0,0,77559,71,57,290795,1,1,37418.42,1
1,0,1,1,3976,42,25,14692,1,1,12010.45,1
0,0,1,1,65118,14,9,214925,1,1,29424.87,1
0,0,1,0,73434,11,10,254975,1,0,19171.57,0
0,0,1,1,52217,21,18,171420,1,1,24924.68,1
0,0,1,1,20795,15,14,61856,1,0,10738.02,0
0,0,1,1,10102,247,306,55864,0,0,16188.59,0
0,0,1,1,53540,99,80,184557,1,0,19937.31,0
0,0,1,1,3516,134,132,26005,1,0,12624.48,0
0,0,0,1,31130,75,52,138529,1,1,22232.06,1
0,0,1,1,49152,98,126,161032,1,1,29057.13,1
1,0,1,1,6429,34,42,47778,1,0,15575.59,0
0,0,0,1,24143,19,17,150038,1,1,22069.99,1
0,0,1,0,10347,177,154,29299,1,0,12110.96,0
0,0,1,1,25178,31,20,90695,0,1,10792.43,0
0,0,1,0,14148,33,23,48945,0,0,3046.59,0
0,1,0,0,113561,59,67,291874,1,1,38101.3,1
0,0,1,1,17240,17,16,62576,1,0,10924.69,0
0,0,1,1,3641,74,56,15051,1,0,12652.01,0
0,0,1,0,12569,47,60,61120,1,0,11758.12,0
0,0,1,1,74494,28,22,224557,1,0,21570.28,0
1,0,1,0,75145,13,13,436643,1,1,51481.47,1
1,0,1,1,31558,25,28,128626,1,1,25264.32,1
0,0,0,1,18540,30,27,72997,0,1,9055.47,0
0,1,0,0,34325,41,40,120679,0,0,8536.31,0
0,0,1,1,5720,57,61,26848,0,0,6769.44,0
0,1,0,1,12020,203,234,30600,0,0,12671.7,0
0,0,0,1,20576,66,50,152654,1,0,16145.63,0
0,1,0,1,16597,34,33,73011,0,0,6803.45,0
0,0,0,0,25021,39,33,159410,0,0,5687.75,0
1,0,1,1,41644,146,93,244406,1,1,37938.18,1
0,1,0,0,12911,49,62,39582,1,1,14715.84,1
0,0,1,0,24486,84,108,91734,1,0,13786.72,0
0,0,1,1,24412,80,51,124649,1,0,13916.59,0
0,0,1,1,35015,40,30,89385,1,1,17680.56,1
0,0,1,1,81286,11,13,308051,1,1,36980.84,1
0,1,0,1,36647,155,108,196940,0,1,23306.0,0
0,0,1,1,26933,101,76,123624,1,0,16293.66,0
0,0,0,0,32174,45,31,240885,1,1,31262.08,1
1,0,1,1,41344,41,49,115047,0,0,9719.12,0
0,0,1,1,4077,13,12,19584,1,0,9121.76,0
0,0,0,0,2000,27,24,13828,0,0,1950.0,0
0,0,0,1,19511,42,47,147592,1,1,21766.21,1
0,1,0,1,15166,203,125,42304,0,0,9369.39,0
1,0,1,0,33239,13,13,99772,1,1,19402.91,1
0,1,0,1,68209,50,59,180279,0,1,20803.42,0
0,0,1,0,4131,103,83,20340,1,1,10261.71,1
0,0,1,1,20910,134,170,143777,0,1,19449.43,0
0,1,0,1,4243,16,13,21518,1,0,12566.93,0
0,1,0,1,3108,110,70,17153,0,0,6432.41,0
0,1,0,0,31160,20,21,146114,0,0,6955.52,0
0,0,1,1,2924,71,56,21425,1,0,11287.25,0
0,0,1,1,6267,130,160,22855,0,0,8529.48,0
0,0,1,1,2398,49,34,23887,0,0,3459.08,0
0,0,1,1,38047,15,15,180869,1,0,14293.74,0
0,0,1,1,125515,34,42,621723,1,1,69503.0,1
1,1,0,1,47333,118,137,363714,1,0,35334.17,0
0,0,1,0,32360,50,50,178707,1,0,15949.86,0
1,1,0,0,49230,19,11,185925,0,0,13743.69,0
0,0,0,0,86318,27,24,415986,1,1,47684.93,1
0,0,0,1,23830,330,232,83006,0,1,17790.0,0
0,1,0,1,14024,49,31,111457,1,1,19360.3,1
0,0,1,0,45845,159,110,157802,1,0,18662.28,0
1,0,1,0,19093,29,27,189251,0,1,21412.61,0
0,0,1,1,4333,16,17,11813,1,0,7057.72,0
0,0,0,0,8334,113,110,59012,0,0,5815.31,0
0,0,1,0,7503,77,86,39893,0,1,6041.69,0
0,0,1,1,3344,37,35,20632,0,0,2487.29,0
0,0,1,1,8425,43,39,25626,0,1,4957.74,0
0,1,0,0,19158,18,14,80909,1,0,12110.2,0
0,0,1,0,19452,52,65,56500,1,0,9610.46,0
1,0,1,0,21621,213,133,68031,1,1,22110.92,1
0,0,1,1,27904,18,13,160297,0,0,8022.86,0
1,0,1,0,19168,31,30,146996,1,1,23680.32,1
0,0,0,1,19530,51,52,133215,0,1,12813.65,0
0,0,0,0,2295,87,85,11652,1,1,12866.98,1
0,0,0,1,10431,111,109,43425,1,1,14834.34,1
0,1,0,0,1914,130,129,18960,1,0,14030.81,0
0,1,0,1,11769,10,12,101790,1,0,13709.74,0
0,1,0,1,40599,11,13,391334,1,1,47007.1,1
0,0,1,1,3673,93,66,29982,0,1,5465.56,0
0,0,1,0,43813,300,291,117866,0,1,22034.17,0
0,0,0,1,24922,28,36,238370,1,1,30232.0,1
0,1,0,1,29650,75,58,129825,1,1,26170.72,1
0,0,1,1,57779,117,100,155279,0,1,16874.25,0
0,0,1,1,8710,18,19,37352,0,0,4343.7,0
0,0,1,0,12372,31,37,87831,1,0,10074.31,0
1,0,1,1,25210,152,93,82789,0,1,16246.97,0
1,0,0,1,35232,95,93,88361,0,0,11747.06,0
0,0,1,1,2910,28,22,19665,1,0,7535.96,0
0,0,0,1,4697,11,13,19975,0,0,3154.0,0
1,0,1,0,22028,139,142,60867,1,0,18548.93,0
1,0,1,1,20085,42,48,55217,0,0,8837.62,0
0,1,0,1,25176,16,11,75388,1,1,15671.07,1
0,0,0,1,55601,128,152,364693,1,1,48422.49,1
0,0,1,0,60042,34,42,180787,0,0,7457.53,0
0,0,0,1,43814,44,28,139225,0,1,14923.2,0
1,0,1,1,8175,175,174,57797,1,0,20795.31,0
1,0,1,1,20911,23,27,157897,1,0,18476.46,0
1,0,1,1,7020,92,57,36048,1,1,16736.85,1
0,1,0,0,24809,16,13,82969,1,1,18157.46,1
0,0,1,1,5037,27,22,44426,0,1,5106.01,0
1,1,0,1,8911,37,25,36052,1,0,15058.39,0
0,0,0,1,6184,66,52,34816,0,1,6351.39,0
0,0,1,0,54124,26,24,360237,1,1,41718.58,1
0,0,1,0,6964,12,8,25839,0,1,2562.56,0
0,0,1,1,37921,11,6,112185,0,1,9782.39,0
0,0,1,1,36046,94,91,123950,0,1,14914.88,0
1,0,1,0,20439,34,32,53451,1,0,13411.56,0
0,0,0,1,34471,70,77,112570,0,0,8116.2,0
0,0,1,1,26216,80,75,83602,1,0,14465.35,0
0,0,1,1,72410,113,98,213094,0,1,23650.46,0
0,0,0,1,24612,11,6,83804,1,1,14458.95,1
0,0,0,1,20156,50,44,105410,0,0,5360.76,0
0,0,0,1,65471,131,86,312961,1,1,41559.28,1
0,0,1,1,5085,52,64,19455,0,1,5690.37,0
0,0,0,1,26726,35,35,80233,1,1,15856.82,1
0,0,0,1,28145,100,91,75364,0,0,8782.85,0
1,0,0,1,6326,88,106,19067,0,0,11346.83,0
1,1,0,1,5595,200,168,32218,0,0,16131.03,0
0,0,1,1,8670,175,151,63222,0,1,13452.2,0
0,0,0,1,48104,110,136,121870,0,1,16826.2,0
0,0,0,1,2715,50,52,18984,0,0,3276.44,0
0,0,1,1,7555,81,62,25721,0,0,5182.93,0
0,0,0,0,8202,52,50,37711,1,0,10393.92,0
1,0,1,0,60229,16,10,169389,0,1,17528.55,0
1,0,1,1,76500,16,11,303731,1,1,39653.45,1
0,0,1,1,187785,125,132,486587,1,1,60619.11,1
0,0,1,1,18389,15,14,84984,0,0,4554.41,0
0,1,0,1,6423,16,14,61674,0,0,7472.36,0
0,0,0,1,2961,42,34,10950,0,0,3248.02,0
0,0,1,0,44693,189,159,138383,0,1,20930.43,0
1,0,1,0,25553,146,118,72761,1,1,22416.93,1
0,0,1,0,12754,29,31,47655,0,1,5814.05,0
0,0,1,1,5905,15,16,26206,1,0,8830.42,0
0,0,1,1,16602,179,219,78992,0,0,12512.89,0
0,1,0,1,9423,39,35,64041,0,1,9039.27,0
0,0,0,1,18287,55,61,76185,1,1,15442.85,1
0,1,0,0,7816,18,15,25347,1,0,9855.57,0
1,1,0,1,2889,103,73,23204,0,0,10374.12,0
1,0,0,0,2238,31,25,17128,0,1,6439.11,0
0,0,1,0,17184,13,9,45179,0,0,3240.68,0
0,1,0,1,71207,22,15,324583,1,1,41789.22,1
1,1,0,1,95864,126,100,313896,1,1,48722.19,1
0,0,0,0,61565,88,82,155731,1,1,23979.25,1
0,0,1,0,52056,84,78,249586,0,1,24583.7,0
0,0,1,0,42209,287,368,132812,0,1,26763.9,0
0,0,1,1,30881,350,346,78447,0,0,19044.34,0
0,0,1,1,32098,76,47,94511,0,1,10933.45,0
0,0,0,0,125643,17,15,353921,1,1,40255.44,1
0,0,0,1,15553,40,39,102679,0,0,6468.44,0
0,1,0,1,27005,129,130,116103,1,0,18377.24,0
0,1,0,0,42988,167,172,206798,0,0,14047.61,0
0,0,0,0,7672,32,39,33964,0,1,3792.47,0
0,0,0,0,8166,36,33,35400,0,1,4509.11,0
1,0,1,0,31533,158,166,160557,1,1,31782.89,1
0,0,1,1,12678,82,51,51160,0,1,6702.15,0
0,1,0,1,10525,28,27,90436,0,1,11455.41,0
0,1,0,1,14493,111,83,47701,0,0,8361.66,0
0,0,1,0,9689,23,20,30535,1,0,7362.89,0
0,1,0,1,42165,35,43,182719,0,1,20467.3,0
0,0,1,1,37048,86,64,128094,0,0,8159.38,0
0,0,1,1,148792,28,31,387643,1,1,46328.95,1
0,1,0,1,22286,30,26,64435,1,1,17184.2,1
0,0,0,1,17740,58,55,60088,1,1,14089.97,1
0,0,0,1,9428,26,16,35205,1,1,11627.71,1
0,0,1,1,62294,142,179,236867,1,1,36651.54,1
0,0,1,1,26526,151,195,85307,1,0,16851.32,0
0,1,0,0,9974,36,35,26139,0,1,6011.22,0
0,0,1,1,16751,12,8,60287,0,0,2161.07,0
0,0,1,0,2017,16,11,10767,0,1,1075.31,0
0,0,1,0,29482,40,51,287594,0,1,26263.23,0
1,0,0,1,66115,14,11,175283,0,1,20758.6,0
0,0,0,0,18516,54,56,108860,1,0,12850.28,0
0,0,0,1,10060,158,145,35440,0,0,8283.11,0
0,0,1,1,3280,71,54,16764,0,0,5008.53,0
0,0,1,1,20957,178,196,70511,1,1,23263.8,1
1,0,1,1,11821,48,35,58965,0,0,8584.95,0
0,0,1,1,14031,12,14,62941,1,0,10127.12,0
0,0,1,1,52153,41,27,204358,0,0,9614.97,0
0,0,1,1,40238,184,122,355100,1,1,46075.23,1
1,0,1,1,5342,44,44,18610,0,1,8958.33,0
1,1,0,0,49513,35,34,273202,1,0,26057.5,0
0,0,1,1,36169,154,184,171836,0,1,22141.75,0
0,0,0,1,5712,10,12,30801,1,1,9849.8,1
0,0,1,1,14457,51,63,101818,0,0,7633.37,0
1,0,0,1,11786,24,28,69099,0,0,8669.57,0
0,0,1,0,9982,117,95,27981,0,1,7712.58,0
0,0,1,1,28616,32,36,111547,1,1,18512.21,1
0,0,0,1,8003,149,89,33333,0,1,5532.67,0
0,0,1,1,13539,24,22,65113,0,1,5200.34,0
0,0,1,1,21443,13,9,93531,0,0,4438.57,0
1,0,1,0,55566,71,51,380317,1,1,50858.11,1
0,0,1,0,2780,74,45,14419,0,0,2272.13,0
0,0,0,1,37114,36,43,157622,1,1,23926.55,1
0,0,1,0,6722,67,82,29573,1,1,11457.61,1
0,0,1,1,6531,56,47,36447,1,1,12740.24,1
0,0,1,0,11264,36,32,28892,0,1,4429.2,0
0,0,1,1,43847,19,19,157285,0,0,8283.26,0
0,0,1,1,5582,59,62,17240,0,0,6302.15,0
1,0,1,0,4154,37,26,14490,0,1,7030.6,0
0,0,0,1,85025,13,12,227981,1,1,28421.08,1
0,0,1,1,12019,58,68,44029,1,0,12317.58,0
0,0,1,1,27506,188,135,219199,0,1,25131.74,0
0,0,1,1,64011,155,108,191203,1,1,31791.75,1
0,0,1,0,10387,130,123,60886,0,1,11196.21,0
0,0,1,1,54804,104,90,230590,1,0,22851.47,0
0,1,0,1,3739,136,100,10517,0,1,7861.12,0
0,0,1,0,43218,90,59,240968,1,1,31185.63,1
1,0,0,1,133727,58,57,343435,1,0,29186.82,0
0,0,0,1,2145,80,74,19592,0,1,7154.5,0
0,0,1,0,18340,19,19,46709,0,0,1788.26,0
0,0,1,1,40388,23,28,163068,1,1,22514.99,1
0,0,1,0,27683,14,8,79956,0,1,8201.24,0
1,0,0,0,37653,10,10,169230,0,0,9536.35,0
1,0,1,1,43133,88,89,126433,1,0,22077.31,0
0,0,0,0,4783,32,23,14964,0,1,2205.17,0
0,1,0,1,10860,46,53,31509,0,1,8237.52,0
0,0,1,1,14286,73,47,39297,0,0,2805.66,0
0,0,1,1,7035,24,28,27539,0,0,3451.89,0
0,0,1,1,185820,45,36,561249,1,0,38349.62,0
0,0,0,1,65137,122,147,237129,1,0,24103.34,0
0,0,0,0,11679,50,41,99386,1,1,16866.8,1
0,0,1,0,6399,25,21,16146,1,1,7812.09,1
0,0,1,1,72852,71,83,227646,1,1,32424.35,1
0,1,0,1,5047,24,29,28839,1,0,10910.47,0
0,0,0,1,6566,21,17,19778,0,0,1526.98,0
0,0,1,1,63185,282,292,163772,1,1,33763.75,1
0,0,1,1,1923,15,18,17196,0,0,3599.09,0
1,0,0,0,21061,23,24,134540,0,1,14828.92,0
0,0,0,1,6541,20,15,39541,0,0,2689.88,0
0,0,1,0,24886,34,35,98687,1,0,12058.39,0
0,0,0,1,7147,22,14,39237,0,0,3793.69,0
0,0,0,1,20846,64,56,112843,0,1,12762.27,0
1,0,1,1,23796,48,49,60288,1,0,14779.28,0
0,0,1,1,17231,58,48,74124,1,1,15862.94,1
0,1,0,1,17530,28,20,115727,0,1,13850.07,0
0,0,1,1,6434,20,20,36841,0,0,2466.73,0
0,0,1,0,12337,75,45,53062,1,0,10506.62,0
0,0,1,1,15110,22,15,44091,0,1,5042.73,0
0,0,1,0,14587,82,83,46146,0,1,8148.84,0
0,0,1,1,9466,51,64,44456,0,1,6819.86,0
0,0,0,1,10197,105,108,37298,0,1,8699.68,0
0,0,1,1,88324,20,21,248728,0,0,10088.01,0
0,0,0,1,12919,16,17,89955,0,1,9269.95,0
0,1,0,1,20893,47,50,66235,1,1,15915.97,1
0,0,0,1,34937,27,18,204745,1,1,27843.72,1
1,0,0,1,21028,64,55,118109,1,0,16707.76,0
1,0,1,1,35716,176,145,258150,1,1,43287.31,1
0,1,0,1,26653,10,12,196556,1,0,17609.17,0
0,0,1,1,21425,81,69,93682,0,0,5730.85,0
0,1,0,1,132165,128,117,369686,1,1,50130.92,1
0,1,0,1,10282,12,8,93054,1,0,12674.02,0
0,0,1,0,7932,68,61,64418,0,0,4660.33,0
0,0,1,1,41186,31,31,133654,0,1,13759.23,0
1,0,1,0,3082,33,27,30297,1,0,12782.91,0
0,1,0,0,44056,23,23,152713,1,1,24418.03,1
0,0,0,1,34057,38,27,119427,1,1,19079.73,1
0,0,1,1,3888,54,43,29769,0,1,6113.81,0
0,0,0,1,13275,80,54,41946,0,1,6875.85,0
0,0,1,0,73103,39,42,224032,1,1,28756.27,1
0,0,1,0,8505,62,55,29014,1,0,7046.27,0
0,0,1,1,18993,82,96,153617,1,0,17746.91,0
1,0,0,1,25259,50,47,105468,0,1,15388.45,0
1,0,0,1,5900,67,83,25413,0,0,9931.15,0
0,0,1,1,4799,15,13,25828,0,0,1808.61,0
1,0,1,0,6233,93,97,55279,0,0,8637.99,0
1,0,0,1,1855,82,76,13145,1,0,14090.36,0
0,0,0,1,16861,55,34,153278,0,0,6254.99,0
0,0,0,1,43118,32,35,127226,0,0,6983.62,0
0,0,1,0,23597,264,220,73249,1,1,22659.5,1
0,0,0,0,22245,12,10,96594,0,1,8108.03,0
0,0,0,0,12420,90,78,37446,0,0,4271.4,0
0,0,1,1,78109,13,12,232974,1,0,18953.52,0
0,0,1,1,24163,24,17,162345,1,1,21509.96,1
0,1,0,0,17457,23,19,57875,0,0,4471.09,0
1,0,1,1,16434,37,25,82730,1,0,16182.28,0
0,0,1,0,5115,19,12,17494,0,1,2799.74,0
0,0,0,0,13959,40,49,101399,0,0,4744.47,0
1,0,0,1,9149,75,71,53781,1,1,18086.03,1
1,0,1,1,5180,105,90,13802,1,0,13681.1,0
0,0,1,1,14921,136,132,47549,0,0,9496.22,0
0,0,0,0,19206,22,22,67538,1,1,12374.67,1
0,0,1,1,4865,120,118,32082,0,0,7445.27,0
1,0,0,1,7157,57,68,17917,0,1,9655.98,0
0,0,1,1,55763,72,70,274217,1,1,36554.17,1
0,0,0,1,45926,32,25,121688,1,0,13102.9,0
0,0,0,0,12303,53,59,83824,1,1,15267.41,1
0,0,1,1,12864,15,17,64482,1,1,14042.46,1
0,0,0,0,15689,21,15,41964,0,0,1113.17,0
0,0,0,1,49295,85,58,131982,1,0,15754.25,0
1,0,0,1,10933,56,38,57713,0,1,10785.3,0
0,0,0,1,42488,74,55,143637,1,1,24193.11,1
0,0,1,1,17395,105,117,48496,0,1,9994.09,0
0,0,1,1,50126,34,43,125504,1,1,20932.82,1
1,0,0,1,19693,73,65,75585,1,0,16648.6,0
0,0,0,1,44522,88,104,216508,1,1,30794.49,1
0,0,1,1,71691,12,11,329923,1,1,38545.9,1
1,0,0,0,27011,34,29,96403,1,1,19490.38,1
1,0,1,1,41441,29,20,105035,0,0,10722.22,0
0,1,0,1,32052,51,44,101540,0,1,13513.03,0
0,0,1,0,10763,39,26,29301,0,1,4918.08,0
1,0,1,1,17253,62,72,48319,1,1,18683.08,1
0,0,1,1,48633,37,34,126911,0,0,5982.37,0
0,1,0,1,4028,46,31,22089,1,1,11764.24,1
0,1,0,1,30229,92,113,248850,1,1,37524.43,1
0,0,1,1,2029,13,12,18641,0,1,5965.46,0
1,0,1,0,19544,14,17,60230,1,0,12723.99,0
1,0,1,0,3438,110,108,31135,1,1,17993.1,1
0,0,0,1,38621,99,107,293510,1,1,39756.5,1
1,1,0,1,38283,73,48,121796,0,1,20599.22,0
1,0,1,1,4328,125,119,16090,0,0,9928.62,0
0,0,1,1,11517,33,22,55005,0,0,3714.65,0
0,1,0,1,2778,80,65,13682,0,0,5325.56,0
0,0,0,1,72346,14,10,194938,0,0,7866.98,0
0,0,1,1,37139,227,221,134594,1,1,29605.26,1
0,0,0,1,34975,16,15,140578,0,1,12305.62,0
0,0,0,1,25050,34,36,70904,1,1,15090.03,1
1,0,0,1,17714,16,11,48556,0,0,6507.06,0
0,0,1,1,16104,16,12,47197,0,0,4627.53,0
0,0,1,1,26560,46,49,87562,0,0,6624.82,0
1,0,1,1,13485,16,11,69563,1,0,15812.21,0
0,1,0,1,71203,21,26,245123,0,1,25313.38,0
1,1,0,1,8016,61,46,25613,0,1,10625.0,0
0,1,0,1,7958,38,42,77649,1,1,17474.31,1
0,0,1,1,9141,65,40,59573,1,0,11450.96,0
0,0,1,0,73924,58,65,316663,0,0,13905.3,0
1,0,1,1,3798,11,11,15615,0,0,6929.75,0
0,0,0,1,47051,55,61,198478,1,1,28593.84,1
0,0,0,1,30457,39,39,77466,1,1,17704.23,1
1,0,1,1,12036,22,18,47870,1,0,12267.91,0
0,1,0,1,6063,45,31,17352,0,0,4157.38,0
0,1,0,0,16212,170,140,63835,0,0,11058.93,0
0,0,0,1,25627,68,64,73479,0,0,4728.37,0
0,0,1,1,2595,134,169,12752,0,1,9363.24,0
1,1,0,0,10994,19,21,44245,1,1,15004.21,1
0,0,1,1,11023,93,92,100300,1,0,12888.19,0
1,0,0,0,23399,82,87,63825,0,1,10876.16,0
0,1,0,1,66950,78,72,229300,0,1,26308.99,0
0,0,0,0,9442,41,45,35149,0,0,3897.28,0
1,0,1,1,7350,59,43,56526,0,1,11354.2,0
1,1,0,1,22699,21,25,89220,1,1,21847.66,1
0,0,0,1,15888,53,40,134756,1,1,20548.47,1
0,1,0,0,90030,71,56,227082,1,0,21740.35,0
1,0,0,1,15860,29,28,65533,1,0,15546.2,0
1,0,1,1,9837,87,99,49832,1,1,18958.14,1
0,0,0,1,16449,122,96,52638,1,1,16276.82,1
0,0,1,1,52276,23,15,175190,1,0,15262.21,0
0,0,0,1,30669,24,17,125355,1,1,20924.0,1
0,0,1,1,49274,40,41,146268,1,1,24373.31,1
0,1,0,0,9733,70,60,34800,1,0,11246.9,0
0,0,1,1,9333,71,65,29377,0,1,5236.86,0
0,0,1,1,91066,20,12,239951,1,1,31190.53,1
0,0,1,0,6268,210,222,25450,0,0,9725.25,0
0,1,0,1,31784,31,27,118649,1,1,23041.98,1
0,0,1,1,12565,49,59,101747,1,1,18578.82,1
0,0,0,1,5898,39,37,22433,0,1,4665.18,0
0,0,0,1,12432,21,17,68448,1,1,13605.76,1
0,0,1,1,24080,15,14,99400,1,0,13929.53,0
0,0,1,0,50785,23,16,170686,1,1,21878.82,1
1,0,1,1,46151,40,24,228243,1,1,34461.63,1
0,0,1,1,29833,19,16,200222,1,1,25888.9,1
0,0,0,1,6223,141,155,47986,1,0,15543.73,0
1,0,0,1,5389,21,22,46579,1,0,13139.07,0
0,1,0,1,9687,10,12,73454,0,0,5929.67,0
0,0,0,1,13982,181,186,68710,0,1,13725.06,0
0,0,1,0,28634,27,19,86259,1,1,14586.46,1
0,0,0,1,19698,223,194,68434,0,0,12146.46,0
1,1,0,1,48400,46,52,152151,1,1,29080.34,1
